Plasmid	End1	End2	Chromosome	Start	End	Length
VTP2062	g1	b2	chromosome_2	2398694	2436930	38237
VTP2062	g2	b1	chromosome_2	2398711	2436887	38177
VTP2062	g2	b2	chromosome_2	2398711	2436930	38220
VTP2063	b1	g1	chromosome_12	7473386	7510223	36838
VTP2063	b1	g2	chromosome_12	7473386	7510101	36716
VTP2063	b2	g1	chromosome_12	7473323	7510223	36901
VTP2063	b2	g2	chromosome_12	7473323	7510101	36779
VTP2064	b1	g1	chromosome_3	7525936	7556458	30523
VTP2064	b2	g1	chromosome_3	7525924	7556458	30535
VTP2065	b1	g1	chromosome_6	2245383	2280645	35263
VTP2065	b1	g2	chromosome_6	2245383	2280632	35250
VTP2065	b2	g1	chromosome_6	2245317	2280645	35329
VTP2065	b2	g2	chromosome_6	2245317	2280632	35316
VTP2066	g1	b1	chromosome_12	2146244	2188118	41875
VTP2066	g1	b2	chromosome_12	2146244	2188166	41923
VTP2066	g2	b1	chromosome_12	2146244	2188118	41875
VTP2066	g2	b2	chromosome_12	2146244	2188166	41923
VTP2067	b1	g1	chromosome_12	7095647	7130297	34651
VTP2067	b1	g2	chromosome_12	7095647	7130288	34642
VTP2067	b2	g1	chromosome_12	7095597	7130297	34701
VTP2067	b2	g2	chromosome_12	7095597	7130288	34692
VTP2068	b1	g1	chromosome_9	7653745	7681405	27661
VTP2068	b2	g1	chromosome_9	7653650	7681405	27756
VTP2070	g1	b1	chromosome_12	3589381	3629918	40538
VTP2070	g1	b2	chromosome_12	3589381	3629977	40597
VTP2070	g2	b1	chromosome_12	3589398	3629918	40521
VTP2070	g2	b2	chromosome_12	3589398	3629977	40580
VTP2071	b1	g1	chromosome_3	7821796	7861789	39994
VTP2072	b1	g1	chromosome_9	3875004	3908360	33357
VTP2072	b1	g2	chromosome_9	3875004	3908360	33357
VTP2072	b2	g1	chromosome_9	3874961	3908360	33400
VTP2072	b2	g2	chromosome_9	3874961	3908360	33400
VTP2073	b1	g1	chromosome_16	3151064	3183187	32124
VTP2073	b1	g2	chromosome_16	3151064	3183187	32124
VTP2073	b2	g1	chromosome_16	3151007	3183187	32181
VTP2073	b2	g2	chromosome_16	3151007	3183187	32181
VTP2074	g1	b1	chromosome_3	3789583	3825747	36165
VTP2074	g1	b2	chromosome_3	3789583	3825782	36200
VTP2074	g2	b1	chromosome_3	3789587	3825747	36161
VTP2074	g2	b2	chromosome_3	3789587	3825782	36196
VTP2075	g1	b1	chromosome_2	1133377	1167708	34332
VTP2075	g1	b2	chromosome_2	1133377	1167708	34332
VTP2075	g2	b1	chromosome_2	1133376	1167708	34333
VTP2075	g2	b2	chromosome_2	1133376	1167708	34333
VTP2076	g1	b1	chromosome_16	7259577	7296537	36961
VTP2076	g1	b2	chromosome_16	7259577	7296581	37005
VTP2076	g2	b1	chromosome_16	7259581	7296537	36957
VTP2076	g2	b2	chromosome_16	7259581	7296581	37001
VTP2078	b1	g1	chromosome_10	297068	337564	40497
VTP2078	b2	g1	chromosome_10	297021	337564	40544
VTP2079	g1	b1	chromosome_5	2492974	2514488	21515
VTP2080	b1	g1	chromosome_3	1742194	1778193	36000
VTP2080	b1	g2	chromosome_3	1742194	1778183	35990
VTP2080	b2	g1	chromosome_3	1742205	1778193	35989
VTP2080	b2	g2	chromosome_3	1742205	1778183	35979
VTP2082	b1	g1	chromosome_4	1911326	1946716	35391
VTP2082	b1	g2	chromosome_4	1911326	1946705	35380
VTP2082	b2	g1	chromosome_4	1911305	1946716	35412
VTP2082	b2	g2	chromosome_4	1911305	1946705	35401
VTP2083	b1	g1	chromosome_3	3643954	3678076	34123
VTP2083	b1	g2	chromosome_3	3643954	3678063	34110
VTP2084	b1	g1	chromosome_12	3022729	3061081	38353
VTP2084	b2	g1	chromosome_12	3022688	3061081	38394
VTP2085	b1	g1	chromosome_5	2195882	2231954	36073
VTP2085	b1	g2	chromosome_5	2195882	2231941	36060
VTP2085	b2	g1	chromosome_5	2195814	2231954	36141
VTP2085	b2	g2	chromosome_5	2195814	2231941	36128
VTP2086	g1	b1	chromosome_9	4071869	4107015	35147
VTP2087	b1	g1	chromosome_2	1380202	1416707	36506
VTP2088	g1	b1	chromosome_4	3536689	3571422	34734
VTP2088	g2	b1	chromosome_4	3536689	3571422	34734
VTP2089	g1	b1	chromosome_2	2355446	2386438	30993
VTP2089	g1	b2	chromosome_2	2355446	2386478	31033
VTP2090	b1	g2	chromosome_1	6535722	6538771	3050
VTP2090	b2	g2	chromosome_1	6535837	6538771	2935
VTP2090	g1	b1	chromosome_1	6532516	6536525	4010
VTP2090	g1	b2	chromosome_1	6532516	6536527	4012
VTP2091	g1	b1	chromosome_16	3762498	3798867	36370
VTP2092	b1	g1	chromosome_9	97198	130161	32964
VTP2093	g1	b1	chromosome_6	1039452	1081728	42277
VTP2093	g1	b2	chromosome_6	1039452	1081795	42344
VTP2093	g2	b1	chromosome_6	1039452	1081728	42277
VTP2093	g2	b2	chromosome_6	1039452	1081795	42344
VTP2094	g1	b1	chromosome_3	8765904	8799551	33648
VTP2095	b1	g1	chromosome_9	2594588	2634403	39816
VTP2096	g1	b2	chromosome_12	6282002	6311872	29871
VTP2096	g2	b2	chromosome_12	6282039	6311872	29834
VTP2097	g1	b1	chromosome_17	5651730	5681286	29557
VTP2097	g1	b2	chromosome_17	5651730	5681340	29611
VTP2097	g2	b1	chromosome_17	5651845	5681286	29442
VTP2097	g2	b2	chromosome_17	5651845	5681340	29496
VTP2099	g1	b2	chromosome_9	2898063	2932587	34525
VTP2099	g2	b2	chromosome_9	2898062	2932587	34526
VTP2100	b1	g1	chromosome_1	3460077	3497949	37873
VTP2100	b1	g2	chromosome_1	3460077	3497940	37864
VTP2101	b1	g1	chromosome_14	394060	430263	36204
VTP2101	b1	g2	chromosome_14	394060	430262	36203
VTP2101	b2	g1	chromosome_14	394013	430263	36251
VTP2101	b2	g2	chromosome_14	394013	430262	36250
VTP2104	b1	g1	chromosome_1	7412012	7447954	35943
VTP2105	g1	b1	chromosome_1	5011986	5055561	43576
VTP2105	g1	b2	chromosome_1	5011986	5055582	43597
VTP2106	g1	b1	chromosome_1	7601241	7632422	31182
VTP2106	g1	b2	chromosome_1	7601241	7632481	31241
VTP2107	g1	b1	chromosome_6	2402671	2442373	39703
VTP2107	g1	b2	chromosome_6	2402671	2442374	39704
VTP2107	g2	b1	chromosome_6	2402682	2442373	39692
VTP2107	g2	b2	chromosome_6	2402682	2442374	39693
VTP2108	g1	b1	chromosome_10	26890	62563	35674
VTP2108	g1	b2	chromosome_10	26890	62583	35694
VTP2108	g2	b1	chromosome_10	26897	62563	35667
VTP2108	g2	b2	chromosome_10	26897	62583	35687
VTP2109	g1	b1	chromosome_6	8635527	8670060	34534
VTP2109	g1	b2	chromosome_6	8635527	8670107	34581
VTP2109	g2	b1	chromosome_6	8635536	8670060	34525
VTP2109	g2	b2	chromosome_6	8635536	8670107	34572
VTP2110	g1	b1	chromosome_5	174073	211503	37431
VTP2110	g1	b2	chromosome_5	174073	211511	37439
VTP2110	g2	b1	chromosome_5	174086	211503	37418
VTP2110	g2	b2	chromosome_5	174086	211511	37426
VTP2111	b1	g1	chromosome_1	4397329	4430655	33327
VTP2111	b1	g2	chromosome_1	4397329	4430646	33318
VTP2111	b2	g1	chromosome_1	4397291	4430655	33365
VTP2111	b2	g2	chromosome_1	4397291	4430646	33356
VTP2115	g1	b1	chromosome_6	3904723	3945391	40669
VTP2116	b1	g1	chromosome_13	4182836	4216639	33804
VTP2118	b2	g1	chromosome_9	1212740	1251700	38961
VTP2118	b2	g2	chromosome_9	1212740	1251701	38962
VTP2121	g1	b1	chromosome_9	6814631	6858213	43583
VTP2122	g1	b1	chromosome_3	628636	662871	34236
VTP2122	g1	b2	chromosome_3	628636	662872	34237
VTP2123	g1	b1	chromosome_3	2211010	2243701	32692
VTP2123	g1	b2	chromosome_3	2211010	2243742	32733
VTP2124	b1	g1	chromosome_16	3079072	3116186	37115
VTP2125	b1	g1	chromosome_12	7941611	7977231	35621
VTP2125	b2	g1	chromosome_12	7941540	7977231	35692
VTP2127	b1	g1	chromosome_13	2068257	2105103	36847
VTP2127	b2	g1	chromosome_13	2068261	2105103	36843
VTP2128	g1	b1	chromosome_6	4306032	4348622	42591
VTP2129	g1	b1	scaffold_24	69281	103769	34489
VTP2129	g1	b2	scaffold_24	69281	103804	34524
VTP2129	g2	b1	scaffold_24	69299	103769	34471
VTP2129	g2	b2	scaffold_24	69299	103804	34506
VTP2130	g1	b1	chromosome_7	1906929	1938098	31170
VTP2130	g1	b2	chromosome_7	1906929	1938135	31207
VTP2131	b1	g1	chromosome_2	5859429	5889640	30212
VTP2131	b1	g2	chromosome_2	5859429	5889640	30212
VTP2131	b2	g1	chromosome_2	5859366	5889640	30275
VTP2131	b2	g2	chromosome_2	5859366	5889640	30275
VTP2133	g1	b1	chromosome_2	7316874	7356602	39729
VTP2133	g1	b2	chromosome_2	7316874	7356619	39746
VTP2134	b1	g1	chromosome_13	1150631	1185176	34546
VTP2134	b1	g2	chromosome_13	1150631	1185109	34479
VTP2135	b1	g1	chromosome_9	3054548	3093436	38889
VTP2135	b1	g2	chromosome_9	3054548	3093376	38829
VTP2135	b2	g1	chromosome_9	3054496	3093436	38941
VTP2135	b2	g2	chromosome_9	3054496	3093376	38881
VTP2136	g1	b1	chromosome_10	4086777	4122082	35306
VTP2138	b1	g1	chromosome_12	7624424	7659121	34698
VTP2139	b1	g1	chromosome_12	4343119	4382577	39459
VTP2139	b1	g2	chromosome_12	4343119	4382569	39451
VTP2140	b1	g1	chromosome_6	3151315	3187719	36405
VTP2140	b1	g2	chromosome_6	3151315	3187717	36403
VTP2141	b1	g1	chromosome_12	17379	50467	33089
VTP2141	b2	g1	chromosome_12	17387	50467	33081
VTP2146	g1	b1	chromosome_9	2517954	2550161	32208
VTP2146	g1	b2	chromosome_9	2517954	2550215	32262
VTP2146	g2	b1	chromosome_9	2517954	2550161	32208
VTP2146	g2	b2	chromosome_9	2517954	2550215	32262
VTP2147	g1	b1	chromosome_8	2108144	2135833	27690
VTP2147	g1	b2	chromosome_8	2108144	2135872	27729
VTP2147	g2	b1	chromosome_8	2108143	2135833	27691
VTP2147	g2	b2	chromosome_8	2108143	2135872	27730
VTP2148	b1	g1	chromosome_4	1506105	1545814	39710
VTP2148	b1	g2	chromosome_4	1506105	1545751	39647
VTP2148	b2	g1	chromosome_4	1506074	1545814	39741
VTP2148	b2	g2	chromosome_4	1506074	1545751	39678
VTP2149	g1	b1	chromosome_9	5470040	5507417	37378
VTP2149	g1	b2	chromosome_9	5470040	5507496	37457
VTP2150	g1	b1	chromosome_10	5705348	5748799	43452
VTP2151	b1	g1	chromosome_16	1417521	1451171	33651
VTP2151	b1	g2	chromosome_16	1417521	1451160	33640
VTP2151	b2	g1	chromosome_16	1417446	1451171	33726
VTP2151	b2	g2	chromosome_16	1417446	1451160	33715
VTP2152	g1	b1	chromosome_4	149640	184270	34631
VTP2153	g1	b1	chromosome_17	1854829	1884265	29437
VTP2153	g2	b1	chromosome_17	1854833	1884265	29433
VTP2154	b1	g1	chromosome_16	1161952	1194014	32063
VTP2154	b1	g2	chromosome_16	1161952	1194004	32053
VTP2154	b2	g1	chromosome_16	1161902	1194014	32113
VTP2154	b2	g2	chromosome_16	1161902	1194004	32103
VTP2155	g1	b2	chromosome_5	2933636	2964066	30431
VTP2155	g2	b2	chromosome_5	2933644	2964066	30423
VTP2156	b1	g1	chromosome_11	2743007	2773176	30170
VTP2156	b1	g2	chromosome_11	2743007	2773163	30157
VTP2157	b1	g1	chromosome_10	3277847	3321969	44123
VTP2157	b1	g2	chromosome_10	3277847	3321969	44123
VTP2158	g1	b1	chromosome_11	1589333	1623599	34267
VTP2158	g1	b2	chromosome_11	1589333	1623649	34317
VTP2158	g2	b1	chromosome_11	1589353	1623599	34247
VTP2158	g2	b2	chromosome_11	1589353	1623649	34297
VTP2159	b1	g1	chromosome_12	189112	226767	37656
VTP2159	b2	g1	chromosome_12	190711	226767	36057
VTP2161	b1	g1	chromosome_7	5945020	5981797	36778
VTP2162	b2	g1	chromosome_8	1352413	1388984	36572
VTP2162	b2	g2	chromosome_8	1352413	1388986	36574
VTP2163	b1	b2	chromosome_12	6642595	6770579	127985
VTP2163	b2	g1	chromosome_12	6770177	6807667	37491
VTP2163	b2	g2	chromosome_12	6770177	6807666	37490
VTP2164	b1	g1	chromosome_11	3506956	3540169	33214
VTP2164	b2	g1	chromosome_11	3506899	3540169	33271
VTP2165	b1	g1	chromosome_2	6593605	6633471	39867
VTP2165	b1	g2	chromosome_2	6593605	6633468	39864
VTP2165	b2	g1	chromosome_2	6593560	6633471	39912
VTP2165	b2	g2	chromosome_2	6593560	6633468	39909
VTP2166	b1	g1	chromosome_6	3978562	4018432	39871
VTP2167	b1	g1	chromosome_3	7190723	7228133	37411
VTP2167	b1	g2	chromosome_3	7190723	7228121	37399
VTP2167	b2	g1	chromosome_3	7190691	7228133	37443
VTP2167	b2	g2	chromosome_3	7190691	7228121	37431
VTP2168	g1	b1	chromosome_6	4924213	4954396	30184
VTP2168	g1	b2	chromosome_6	4924213	4954405	30193
VTP2169	g1	b1	chromosome_4	2971385	3013976	42592
VTP2169	g2	b1	chromosome_4	2971395	3013976	42582
VTP2170	b1	g1	chromosome_2	4753964	4786780	32817
VTP2170	b1	g2	chromosome_2	4753964	4786771	32808
VTP2170	b2	g1	chromosome_2	4753914	4786780	32867
VTP2170	b2	g2	chromosome_2	4753914	4786771	32858
VTP2171	b1	g1	chromosome_1	4058418	4096423	38006
VTP2171	b2	g1	chromosome_1	4058353	4096423	38071
VTP2172	g1	b1	chromosome_7	1531978	1570802	38825
VTP2172	g1	b2	chromosome_7	1531978	1570845	38868
VTP2172	g2	b1	chromosome_7	1531983	1570802	38820
VTP2172	g2	b2	chromosome_7	1531983	1570845	38863
VTP2173	g1	b1	chromosome_1	6154301	6190455	36155
VTP2173	g1	b2	chromosome_1	6154301	6190491	36191
VTP2173	g2	b1	chromosome_1	6154301	6190455	36155
VTP2173	g2	b2	chromosome_1	6154301	6190491	36191
VTP2174	b1	g1	chromosome_10	3997729	4038659	40931
VTP2174	b2	g1	chromosome_10	3997682	4038659	40978
VTP2175	g1	b1	scaffold_21	7779	40360	32582
VTP2175	g1	b2	scaffold_21	7779	42267	34489
VTP2175	g2	b1	scaffold_21	7790	40360	32571
VTP2175	g2	b2	scaffold_21	7790	42267	34478
VTP2177	g1	b1	chromosome_9	6765189	6805104	39916
VTP2177	g1	b2	chromosome_9	6765189	6805149	39961
VTP2180	g1	b1	chromosome_16	3721714	3758568	36855
VTP2180	g1	b2	chromosome_16	3721714	3758612	36899
VTP2182	b1	g1	chromosome_1	1633137	1664128	30992
VTP2182	b2	g1	chromosome_1	1633040	1664128	31089
VTP2183	b1	g1	chromosome_17	2698193	2731424	33232
VTP2183	b2	g1	chromosome_17	2698111	2731424	33314
VTP2184	b1	g1	chromosome_9	5817136	5854296	37161
VTP2184	b1	g2	chromosome_9	5817136	5854281	37146
VTP2185	g1	b1	chromosome_7	5638288	5678868	40581
VTP2186	g1	b1	chromosome_1	1060661	1100693	40033
VTP2186	g1	b2	chromosome_1	1060661	1100698	40038
VTP2186	g2	b1	chromosome_1	1060677	1100693	40017
VTP2186	g2	b2	chromosome_1	1060677	1100698	40022
VTP2187	g1	b1	chromosome_2	1476222	1517505	41284
VTP2187	g1	b2	chromosome_2	1476222	1517517	41296
VTP2188	b1	g1	chromosome_12	5359537	5399270	39734
VTP2189	b1	g1	chromosome_4	3963398	3999791	36394
VTP2189	b1	g2	chromosome_4	3963398	3999791	36394
VTP2189	b2	g1	chromosome_4	3963343	3999791	36449
VTP2189	b2	g2	chromosome_4	3963343	3999791	36449
VTP2190	g1	b1	chromosome_3	3463375	3500525	37151
VTP2190	g1	b2	chromosome_3	3463375	3500569	37195
VTP2190	g2	b1	chromosome_3	3463375	3500525	37151
VTP2190	g2	b2	chromosome_3	3463375	3500569	37195
VTP2191	g1	b1	chromosome_7	3436124	3469250	33127
VTP2191	g1	b2	chromosome_7	3436124	3469250	33127
VTP2191	g2	b1	chromosome_7	3436126	3469250	33125
VTP2191	g2	b2	chromosome_7	3436126	3469250	33125
VTP2194	b1	g1	chromosome_6	6774463	6809155	34693
VTP2194	b2	g1	chromosome_6	6774455	6809155	34701
VTP2195	g1	b1	chromosome_7	5764065	5802013	37949
VTP2195	g2	b1	chromosome_7	5764063	5802013	37951
VTP2197	g1	b2	chromosome_4	1115028	1149244	34217
VTP2197	g2	b2	chromosome_4	1115037	1149244	34208
VTP2198	b1	g1	chromosome_3	674225	708738	34514
VTP2198	b1	g2	chromosome_3	674225	708639	34415
VTP2198	b2	g1	chromosome_3	674175	708738	34564
VTP2198	b2	g2	chromosome_3	674175	708639	34465
VTP2199	b1	g1	chromosome_6	157229	195282	38054
VTP2199	b1	g2	chromosome_6	157229	195282	38054
VTP2199	b2	g1	chromosome_6	157155	195282	38128
VTP2199	b2	g2	chromosome_6	157155	195282	38128
VTP2201	b1	g1	chromosome_1	7283642	7318124	34483
VTP2204	b2	g1	chromosome_16	4906728	4945468	38741
VTP2204	b2	g2	chromosome_16	4906728	4945457	38730
VTP2205	g1	b1	chromosome_4	1918197	1951243	33047
VTP2205	g1	b2	chromosome_4	1918197	1951291	33095
VTP2205	g2	b1	chromosome_4	1918202	1951243	33042
VTP2205	g2	b2	chromosome_4	1918202	1951291	33090
VTP2209	g1	b1	chromosome_16	2367527	2399347	31821
VTP2211	b1	g1	chromosome_9	5319999	5433298	113300
VTP2211	b2	g1	chromosome_9	5320232	5433298	113067
VTP2212	g1	b1	chromosome_3	3378977	3412264	33288
VTP2212	g1	b2	chromosome_3	3378977	3412305	33329
VTP2213	b1	g1	chromosome_16	1212134	1248055	35922
VTP2213	b2	g1	chromosome_16	1212253	1248055	35803
VTP2214	b1	g1	chromosome_11	943682	978086	34405
VTP2214	b1	g2	chromosome_11	943682	978072	34391
VTP2217	g1	b1	chromosome_4	2810656	2850855	40200
VTP2217	g1	b2	chromosome_4	2810656	2850897	40242
VTP2218	g1	b1	chromosome_9	4047962	4082336	34375
VTP2219	b1	g1	chromosome_10	659840	695381	35542
VTP2220	b1	g1	chromosome_5	1628002	1650319	22318
VTP2220	b2	g1	chromosome_5	1627946	1650319	22374
VTP2221	b1	g1	chromosome_12	1806141	1835539	29399
VTP2221	b2	g1	chromosome_12	1806048	1835539	29492
VTP2222	g1	b1	chromosome_3	8453314	8483805	30492
VTP2223	g1	b1	chromosome_3	7300025	7336708	36684
VTP2223	g1	b2	chromosome_3	7300025	7336678	36654
VTP2224	b1	g1	chromosome_16	3616141	3658443	42303
VTP2225	b1	g1	chromosome_12	4973968	5067016	93049
VTP2225	b1	g2	chromosome_12	4973968	5006911	32944
VTP2225	b2	g1	chromosome_12	4973963	5067016	93054
VTP2225	b2	g2	chromosome_12	4973963	5006911	32949
VTP2226	b1	g1	chromosome_12	1675597	1722713	47117
VTP2228	g1	b1	chromosome_2	4295379	4334636	39258
VTP2229	b1	g1	chromosome_14	3671247	3703076	31830
VTP2229	b1	g2	chromosome_14	3671247	3703070	31824
VTP2229	b2	g1	chromosome_14	3671247	3703076	31830
VTP2229	b2	g2	chromosome_14	3671247	3703070	31824
VTP2230	g1	b1	chromosome_1	2093178	2127703	34526
VTP2230	g1	b2	chromosome_1	2093178	2127755	34578
VTP2231	b1	g1	chromosome_16	149950	189303	39354
VTP2231	b1	g2	chromosome_16	149950	189291	39342
VTP2231	b2	g1	chromosome_16	149962	189303	39342
VTP2231	b2	g2	chromosome_16	149962	189291	39330
VTP2234	g1	b1	chromosome_1	2408941	2444071	35131
VTP2235	b1	g1	chromosome_17	1717991	1760464	42474
VTP2235	b1	g2	chromosome_17	1717991	1760448	42458
VTP2236	b1	g1	chromosome_14	2236304	2273205	36902
VTP2236	b2	g1	chromosome_14	2236208	2273205	36998
VTP2237	b1	g1	chromosome_2	5329334	5367112	37779
VTP2237	b1	g2	chromosome_2	5329334	5367054	37721
VTP2237	b2	g1	chromosome_2	5329251	5367112	37862
VTP2237	b2	g2	chromosome_2	5329251	5367054	37804
VTP2238	g1	b1	chromosome_2	298621	330584	31964
VTP2238	g1	b2	chromosome_2	298621	330595	31975
VTP2239	b1	g1	chromosome_16	2388722	2426204	37483
VTP2239	b1	g2	chromosome_16	2388722	2426061	37340
VTP2239	b2	g1	chromosome_16	2388665	2426204	37540
VTP2239	b2	g2	chromosome_16	2388665	2426061	37397
VTP2241	g1	b1	chromosome_1	4095999	4127301	31303
VTP2242	g1	b1	chromosome_9	5586907	5621503	34597
VTP2242	g2	b1	chromosome_9	5586921	5621503	34583
VTP2244	g1	b1	chromosome_7	3637335	3675334	38000
VTP2244	g1	b2	chromosome_7	3637335	3675377	38043
VTP2244	g2	b1	chromosome_7	3637390	3675334	37945
VTP2244	g2	b2	chromosome_7	3637390	3675377	37988
VTP2245	g1	b1	chromosome_16	2957458	2994022	36565
VTP2245	g1	b2	chromosome_16	2957458	2994082	36625
VTP2245	g2	b1	chromosome_16	2957468	2994022	36555
VTP2245	g2	b2	chromosome_16	2957468	2994082	36615
VTP2246	b1	g1	chromosome_10	6073894	6115167	41274
VTP2246	b1	g2	chromosome_10	6073894	6115154	41261
VTP2246	b2	g1	chromosome_10	6073810	6115167	41358
VTP2246	b2	g2	chromosome_10	6073810	6115154	41345
VTP2247	b1	g1	chromosome_13	576240	593315	17076
VTP2247	b2	g1	chromosome_13	576240	593315	17076
VTP2249	g1	b1	chromosome_6	2020675	2053704	33030
VTP2249	g2	b1	chromosome_6	2020684	2053704	33021
VTP2250	b2	b1	chromosome_2	9020085	9058737	38653
VTP2250	b2	g1	chromosome_2	9020085	9047895	27811
VTP2251	b1	g1	chromosome_17	2152690	2185656	32967
VTP2251	b2	g1	chromosome_17	2152678	2185656	32979
VTP2253	b1	g1	chromosome_3	3991573	4028192	36620
VTP2253	b1	g2	chromosome_3	3991573	4028187	36615
VTP2253	b2	g1	chromosome_3	3991531	4028192	36662
VTP2253	b2	g2	chromosome_3	3991531	4028187	36657
VTP2254	g1	b1	chromosome_13	2650863	2691677	40815
VTP2254	g1	b2	chromosome_13	2650863	2691690	40828
VTP2255	b1	g1	chromosome_4	2622236	2655838	33603
VTP2255	b2	g1	chromosome_4	2622283	2655838	33556
VTP2256	g1	b1	chromosome_1	7404551	7437555	33005
VTP2259	g1	b1	chromosome_17	3202003	3235449	33447
VTP2259	g1	b2	chromosome_17	3202003	3235432	33430
VTP2259	g2	b1	chromosome_17	3202068	3235449	33382
VTP2259	g2	b2	chromosome_17	3202068	3235432	33365
VTP2261	g1	b1	chromosome_1	2987145	3019414	32270
VTP2261	g1	b2	chromosome_1	2987145	3019469	32325
VTP2261	g2	b1	chromosome_1	2987146	3019414	32269
VTP2261	g2	b2	chromosome_1	2987146	3019469	32324
VTP2262	b1	g1	chromosome_10	2803581	2839300	35720
VTP2262	b1	g2	chromosome_10	2803581	2839288	35708
VTP2262	b2	g1	chromosome_10	2803529	2839300	35772
VTP2262	b2	g2	chromosome_10	2803529	2839288	35760
VTP2263	g1	b1	chromosome_12	6850731	6912842	62112
VTP2263	g1	b2	chromosome_12	6850731	6912856	62126
VTP2263	g2	b1	chromosome_12	6850738	6912842	62105
VTP2263	g2	b2	chromosome_12	6850738	6912856	62119
VTP2265	g1	b1	chromosome_12	9485461	9525636	40176
VTP2265	g2	b1	chromosome_12	9485645	9525636	39992
VTP2266	g1	b1	chromosome_16	7018849	7055227	36379
VTP2266	g1	b2	chromosome_16	7018849	7055274	36426
VTP2266	g2	b1	chromosome_16	7018855	7055227	36373
VTP2266	g2	b2	chromosome_16	7018855	7055274	36420
VTP2267	g1	b1	chromosome_7	1813299	1844538	31240
VTP2267	g1	b2	chromosome_7	1813299	1844596	31298
VTP2268	b1	g1	chromosome_7	1819054	1853403	34350
VTP2268	b1	g2	chromosome_7	1819054	1853395	34342
VTP2268	b2	g1	chromosome_7	1818975	1853403	34429
VTP2268	b2	g2	chromosome_7	1818975	1853395	34421
VTP2269	g1	b1	chromosome_3	3149982	3184055	34074
VTP2269	g2	b1	chromosome_3	3149998	3184055	34058
VTP2271	b2	g1	chromosome_5	2597101	2630377	33277
VTP2271	b2	g2	chromosome_5	2597101	2630299	33199
VTP2272	g1	b1	chromosome_9	60203	96722	36520
VTP2272	g1	b2	chromosome_9	60203	96815	36613
VTP2272	g2	b1	chromosome_9	60213	96722	36510
VTP2272	g2	b2	chromosome_9	60213	96815	36603
VTP2273	b1	g1	chromosome_9	7904602	7944883	40282
VTP2273	b2	g1	chromosome_9	7904602	7944883	40282
VTP2274	g1	b1	chromosome_12	2684829	2718875	34047
VTP2274	g1	b2	chromosome_12	2684829	2718882	34054
VTP2274	g2	b1	chromosome_12	2684893	2718875	33983
VTP2274	g2	b2	chromosome_12	2684893	2718882	33990
VTP2276	g1	b1	chromosome_6	1809604	1844671	35068
VTP2276	g1	b2	chromosome_6	1809604	1844672	35069
VTP2279	g1	b1	chromosome_12	5346309	5381725	35417
VTP2279	g2	b1	chromosome_12	5346381	5381725	35345
VTP2280	g1	b2	chromosome_10	2792812	2831035	38224
VTP2280	g2	b2	chromosome_10	2792886	2831035	38150
VTP2281	b1	g1	chromosome_5	2307998	2343426	35429
VTP2281	b2	g1	chromosome_5	2307975	2343426	35452
VTP2282	g1	b1	chromosome_3	5850519	5884994	34476
